mode,measure,n,auc,sem,tstat,pvalue
EEG,pre response window,10,0.5273899999999999,0.007127699488614821,3.8427546003798785,0.003949844696656757
EEG,peak of the curve,10,0.7157800000000001,0.013591188321850294,15.876463109049464,6.882423856893722e-08
MEG,pre response window,10,0.5227,0.00754836258918302,3.007274721080527,0.014781001295017115
MEG,peak of the curve,10,0.7615299999999999,0.016692759907616633,15.667271406729338,7.725708798641905e-08
